Enrollment	Evento	FechaHora
50529	Salida del navegador	15/04/21 20:57
50529	Regres— al navegador	15/04/21 20:57
50529	Salida del navegador	15/04/21 20:57
50529	Cambio de pesta–a	15/04/21 20:57
50529	Cambio de pesta–a	15/04/21 20:57
50529	Cambio de pesta–a	15/04/21 20:58
50529	Cambio de URL	15/04/21 20:59
50529	Cambio de URL	15/04/21 20:59
50529	Cambio de URL	15/04/21 20:59
50529	Cambio de URL	15/04/21 20:59
50529	Cambio de URL	15/04/21 21:00
50529	Cambio de URL	15/04/21 21:00
50529	Cambio de URL	15/04/21 21:00
51163	[Login] Acceso concedido---sin Azure	15/04/21 21:33
51163	Salida del navegador	15/04/21 21:34
51163	Regres— al navegador	15/04/21 21:34
51163	Creo una nueva pestana	15/04/21 21:35
51163	Cambio de pesta–a	15/04/21 21:35
51163	Salida del navegador	15/04/21 21:35
51163	Regres— al navegador	15/04/21 21:35
51163	Creo una nueva pestana	15/04/21 21:35
51163	Cambio de pesta–a	15/04/21 21:35
51163	Salida del navegador	15/04/21 21:35
51163	Cambio de pesta–a	15/04/21 21:35
51163	Creo una nueva pestana	15/04/21 21:35
51163	Cambio de pesta–a	15/04/21 21:35
51163	Cambio de pesta–a	15/04/21 21:35
51163	Regres— al navegador	15/04/21 21:35
51163	Salida del navegador	15/04/21 21:35
51163	Regres— al navegador	15/04/21 21:56
51163	Salida del navegador	15/04/21 21:56
51163	Cambio de pesta–a	15/04/21 21:56
51163	Regres— al navegador	15/04/21 22:00
51163	Salida del navegador	15/04/21 22:02
51163	Regres— al navegador	15/04/21 22:02
51163	Salida del navegador	15/04/21 22:02
51163	Regres— al navegador	15/04/21 22:02
49698	[Login] Acceso concedido---sin Azure	15/04/21 23:05
49698	Salida del navegador	15/04/21 23:05
49698	Regres— al navegador	15/04/21 23:05
50402	[Login] Acceso concedido---sin Azure	15/04/21 23:38
50529	Regres— al navegador	16/04/21 6:30
50529	Cambio de URL	16/04/21 6:31
50529	Cambio de URL	16/04/21 6:31
50529	Salida del navegador	16/04/21 6:31
50529	Cambio de pesta–a	16/04/21 6:31
50529	Regres— al navegador	16/04/21 7:08
50529	Cambio de URL	16/04/21 7:08
50529	Creo una nueva pestana	16/04/21 7:08
50529	Salida del navegador	16/04/21 7:08
50529	Cambio de pesta–a	16/04/21 7:08
50529	Cambio de URL	16/04/21 7:08
50529	Regres— al navegador	16/04/21 7:11
50529	[Login] Acceso concedido---sin Azure	16/04/21 7:16
50529	Regres— al navegador	16/04/21 7:16
50529	Salida del navegador	16/04/21 7:16
49782	[Login] Acceso concedido---sin Azure	16/04/21 8:04
49782	Regres— al navegador	16/04/21 8:04
49782	Cambio de pesta–a	16/04/21 8:16
49782	Salida del navegador	16/04/21 8:16
49782	Cambio de pesta–a	16/04/21 8:16
50529	Cambio de pesta–a	16/04/21 8:50
50529	Salida del navegador	16/04/21 8:50
50529	Creo una nueva pestana	16/04/21 8:50
50529	Cambio de pesta–a	16/04/21 8:50
50529	Regres— al navegador	16/04/21 8:55
50529	Salida del navegador	16/04/21 9:15
50529	Cambio de pesta–a	16/04/21 9:15
50529	Cambio de pesta–a	16/04/21 9:17
50529	Creo una nueva pestana	16/04/21 9:21
50529	Cambio de pesta–a	16/04/21 9:21
50529	Regres— al navegador	16/04/21 9:21
50529	Cambio de pesta–a	16/04/21 9:21
50529	Salida del navegador	16/04/21 9:21
50529	Cambio de pesta–a	16/04/21 9:23
50529	Cambio de pesta–a	16/04/21 9:23
50529	Salida del navegador	16/04/21 9:23
50529	Salida del navegador	16/04/21 9:24
50529	Regres— al navegador	16/04/21 9:24
50529	Salida del navegador	16/04/21 9:24
50529	Salida del navegador	16/04/21 9:25
50529	Regres— al navegador	16/04/21 9:25
50529	Salida del navegador	16/04/21 9:25
50529	Regres— al navegador	16/04/21 9:25
50529	Salida del navegador	16/04/21 9:25
50529	Regres— al navegador	16/04/21 9:26
50529	Creo una nueva pestana	16/04/21 9:26
50529	Cambio de pesta–a	16/04/21 9:26
50529	Salida del navegador	16/04/21 9:26
50529	Cambio de pesta–a	16/04/21 9:26
50529	Cambio de pesta–a	16/04/21 9:27
50529	Cambio de pesta–a	16/04/21 9:27
50529	Salida del navegador	16/04/21 9:27
50529	Regres— al navegador	16/04/21 9:30
50529	Cambio de pesta–a	16/04/21 9:58
50529	Salida del navegador	16/04/21 9:58
50529	Cambio de pesta–a	16/04/21 9:59
50529	Cambio de pesta–a	16/04/21 9:59
50529	Salida del navegador	16/04/21 10:22
50529	Regres— al navegador	16/04/21 10:22
50529	Salida del navegador	16/04/21 10:22
50529	Regres— al navegador	16/04/21 10:22
50529	Cambio de pesta–a	16/04/21 10:30
50529	Salida del navegador	16/04/21 10:30
50529	Creo una nueva pestana	16/04/21 10:32
50529	Cambio de pesta–a	16/04/21 10:32
50529	Cambio de pesta–a	16/04/21 10:32
50529	Cambio de pesta–a	16/04/21 10:32
50529	Cambio de pesta–a	16/04/21 10:33
50529	Cambio de pesta–a	16/04/21 10:34
50529	Cambio de pesta–a	16/04/21 10:38
50529	Cambio de pesta–a	16/04/21 10:56
50529	Cambio de pesta–a	16/04/21 10:57
50529	Cambio de pesta–a	16/04/21 10:58
50529	Cambio de pesta–a	16/04/21 11:00
50529	Cambio de pesta–a	16/04/21 11:01
50529	Cambio de pesta–a	16/04/21 11:02
50529	Regres— al navegador	16/04/21 11:09
50529	Salida del navegador	16/04/21 11:27
50529	Cambio de pesta–a	16/04/21 11:27
49609	[Login] Acceso concedido---sin Azure	16/04/21 11:27
49609	Salida del navegador	16/04/21 11:27
49609	Regres— al navegador	16/04/21 11:27
50529	Cambio de pesta–a	16/04/21 11:34
50529	Regres— al navegador	16/04/21 11:35
49393	[Login] Acceso concedido---sin Azure	16/04/21 12:45
49393	Regres— al navegador	16/04/21 12:45
50529	Salida del navegador	16/04/21 13:02
50529	Cambio de pesta–a	16/04/21 13:02
50529	Regres— al navegador	16/04/21 13:02
50529	Salida del navegador	16/04/21 13:03
50529	Cambio de pesta–a	16/04/21 13:03
50529	Cambio de pesta–a	16/04/21 13:03
50529	Cambio de pesta–a	16/04/21 13:03
50529	Cambio de pesta–a	16/04/21 13:03
50529	Regres— al navegador	16/04/21 13:04
50529	Salida del navegador	16/04/21 13:23
50529	Salida del navegador	16/04/21 13:25
50570	[Login] Acceso concedido---sin Azure	16/04/21 15:07
9001	[Login] Acceso concedido---sin Azure	17/04/21 12:55
9001	Salida del navegador	17/04/21 12:57
9001	Regres— al navegador	17/04/21 12:59
9001	Salida del navegador	17/04/21 12:59
9001	Regres— al navegador	17/04/21 13:00
9001	Salida del navegador	17/04/21 13:00
9001	Regres— al navegador	17/04/21 13:00
9001	Salida del navegador	17/04/21 13:05
9001	Regres— al navegador	17/04/21 13:06
9001	Salida del navegador	17/04/21 13:07
9001	Regres— al navegador	17/04/21 13:07
9001	Salida del navegador	17/04/21 13:09
9001	Regres— al navegador	17/04/21 13:10
9001	Salida del navegador	17/04/21 13:10
9001	Regres— al navegador	17/04/21 13:10
9001	Salida del navegador	17/04/21 13:10
9001	Regres— al navegador	17/04/21 13:10
9001	Salida del navegador	17/04/21 13:10
9001	Regres— al navegador	17/04/21 13:10
9001	Creo una nueva pestana	17/04/21 13:10
9001	Cambio de pesta–a	17/04/21 13:10
9001	Salida del navegador	17/04/21 13:10
9001	Regres— al navegador	17/04/21 13:10
9001	Salida del navegador	17/04/21 13:11
9001	Regres— al navegador	17/04/21 13:11
9001	Salida del navegador	17/04/21 13:14
9001	Regres— al navegador	17/04/21 13:16
9001	Salida del navegador	17/04/21 13:16
9001	Regres— al navegador	17/04/21 13:22
9001	Salida del navegador	17/04/21 13:25
9001	Cambio de pesta–a	17/04/21 14:12
9001	Cambio de pesta–a	17/04/21 14:12
9001	Salida del navegador	17/04/21 14:14
9001	Regres— al navegador	17/04/21 14:39
9001	Creo una nueva pestana	17/04/21 14:39
9001	Cambio de pesta–a	17/04/21 14:39
9001	Cambio de pesta–a	17/04/21 14:42
9001	Salida del navegador	17/04/21 14:42
9001	Regres— al navegador	17/04/21 14:43
9001	Salida del navegador	17/04/21 14:43
9001	Regres— al navegador	17/04/21 14:43
9001	Salida del navegador	17/04/21 14:43
9001	Regres— al navegador	17/04/21 14:43
9001	Salida del navegador	17/04/21 14:44
9001	Regres— al navegador	17/04/21 14:44
9001	Salida del navegador	17/04/21 14:44
9001	Regres— al navegador	17/04/21 14:45
9001	Cambio de pesta–a	17/04/21 14:45
9001	Creo una nueva pestana	17/04/21 14:45
9001	Cambio de pesta–a	17/04/21 14:46
9001	Salida del navegador	17/04/21 14:46
9001	Regres— al navegador	17/04/21 14:46
9001	Salida del navegador	17/04/21 14:47
9001	Regres— al navegador	17/04/21 14:47
9001	Cambio de pesta–a	17/04/21 14:47
9001	Salida del navegador	17/04/21 14:47
9001	Regres— al navegador	17/04/21 14:47
9001	Cambio de pesta–a	17/04/21 14:47
9001	Cambio de pesta–a	17/04/21 14:48
9001	Cambio de pesta–a	17/04/21 14:48
9001	Cambio de pesta–a	17/04/21 14:48
9001	Cambio de pesta–a	17/04/21 14:48
9001	Cambio de pesta–a	17/04/21 14:48
9001	Cambio de pesta–a	17/04/21 14:48
9001	Salida del navegador	17/04/21 14:49
49706	[Login] Acceso concedido---sin Azure	17/04/21 14:52
49605	[Login] Acceso concedido---sin Azure	17/04/21 14:52
50365	[Login] Acceso concedido---sin Azure	17/04/21 14:52
50365	Salida del navegador	17/04/21 14:52
50365	Regres— al navegador	17/04/21 14:52
49706	Salida del navegador	17/04/21 14:52
49706	Regres— al navegador	17/04/21 14:52
50220	[Login] Acceso concedido---sin Azure	17/04/21 14:52
49989	[Login] Acceso concedido---sin Azure	17/04/21 14:52
49501	[Login] Acceso concedido---sin Azure	17/04/21 14:52
49989	Salida del navegador	17/04/21 14:52
49989	Regres— al navegador	17/04/21 14:52
50727	[Login] Acceso concedido---sin Azure	17/04/21 14:52
49501	Regres— al navegador	17/04/21 14:52
50727	Regres— al navegador	17/04/21 14:52
50220	Regres— al navegador	17/04/21 14:52
50220	Salida del navegador	17/04/21 14:52
49706	Salida del navegador	17/04/21 14:52
49706	Regres— al navegador	17/04/21 14:53
49706	Salida del navegador	17/04/21 14:53
50727	Regres— al navegador	17/04/21 14:53
50727	Salida del navegador	17/04/21 14:53
50727	Regres— al navegador	17/04/21 14:53
50727	Salida del navegador	17/04/21 14:53
50727	Cambio de pesta–a	17/04/21 14:53
50228	[Login] Acceso concedido---sin Azure	17/04/21 14:53
50727	Cambio de URL	17/04/21 14:53
50727	Cambio de pesta–a	17/04/21 14:53
49706	Regres— al navegador	17/04/21 14:53
50727	Regres— al navegador	17/04/21 14:53
50727	Salida del navegador	17/04/21 14:53
50727	Cambio de pesta–a	17/04/21 14:53
49706	Salida del navegador	17/04/21 14:53
49782	[Login] Acceso concedido---sin Azure	17/04/21 14:53
50288	[Login] Acceso concedido---sin Azure	17/04/21 14:54
50288	Salida del navegador	17/04/21 14:54
50288	Regres— al navegador	17/04/21 14:54
49706	Regres— al navegador	17/04/21 14:54
50727	Regres— al navegador	17/04/21 14:54
50727	Salida del navegador	17/04/21 14:54
50776	[Login] Acceso concedido---sin Azure	17/04/21 14:54
50776	Salida del navegador	17/04/21 14:54
50776	Regres— al navegador	17/04/21 14:54
50379	[Login] Acceso concedido---sin Azure	17/04/21 14:54
50379	Cambio de pesta–a	17/04/21 14:54
50379	Salida del navegador	17/04/21 14:54
50660	[Login] Acceso concedido---sin Azure	17/04/21 14:54
49536	[Login] Acceso concedido---sin Azure	17/04/21 14:54
50660	Salida del navegador	17/04/21 14:55
50660	Regres— al navegador	17/04/21 14:55
50727	Regres— al navegador	17/04/21 14:55
50379	Regres— al navegador	17/04/21 14:55
50727	Salida del navegador	17/04/21 14:55
50727	Cambio de pesta–a	17/04/21 14:55
50727	Cambio de pesta–a	17/04/21 14:55
49536	Cambio de pesta–a	17/04/21 14:55
50379	Cambio de pesta–a	17/04/21 14:55
50727	Regres— al navegador	17/04/21 14:55
50727	Salida del navegador	17/04/21 14:55
50379	Cambio de pesta–a	17/04/21 14:55
50379	Cambio de pesta–a	17/04/21 14:55
51000	[Login] Acceso concedido---sin Azure	17/04/21 14:55
51000	Regres— al navegador	17/04/21 14:56
50379	Salida del navegador	17/04/21 14:56
50660	Cambio de pesta–a	17/04/21 14:56
50660	Salida del navegador	17/04/21 14:56
50660	Cambio de pesta–a	17/04/21 14:56
51000	Salida del navegador	17/04/21 14:56
51000	Cambio de pesta–a	17/04/21 14:56
50660	Regres— al navegador	17/04/21 14:56
49677	[Login] Acceso concedido---sin Azure	17/04/21 14:56
49677	Salida del navegador	17/04/21 14:57
49677	Regres— al navegador	17/04/21 14:57
50727	Regres— al navegador	17/04/21 14:57
49706	Salida del navegador	17/04/21 14:57
49706	Regres— al navegador	17/04/21 14:58
49677	Creo una nueva pestana	17/04/21 14:58
49677	Cambio de pesta–a	17/04/21 14:58
49677	Salida del navegador	17/04/21 14:58
49677	Cambio de URL	17/04/21 14:58
49698	[Login] Acceso concedido---sin Azure	17/04/21 14:58
49677	Cambio de URL	17/04/21 14:58
49677	Cambio de URL	17/04/21 14:58
49677	Cambio de URL	17/04/21 14:58
49677	Creo una nueva pestana	17/04/21 14:58
49677	Cambio de pesta–a	17/04/21 14:58
50379	Regres— al navegador	17/04/21 14:58
50379	Salida del navegador	17/04/21 14:58
49502	[Login] Acceso concedido---sin Azure	17/04/21 14:58
50217	[Login] Acceso concedido---sin Azure	17/04/21 14:58
51183	[Login] Acceso concedido---sin Azure	17/04/21 14:58
49502	Salida del navegador	17/04/21 14:58
49502	Regres— al navegador	17/04/21 14:58
51183	Salida del navegador	17/04/21 14:58
51183	Regres— al navegador	17/04/21 14:58
51066	[Login] Acceso concedido---sin Azure	17/04/21 14:58
50217	Regres— al navegador	17/04/21 14:58
49677	Regres— al navegador	17/04/21 14:58
51066	Salida del navegador	17/04/21 14:58
51066	Regres— al navegador	17/04/21 14:58
49677	Salida del navegador	17/04/21 14:58
49677	Cambio de pesta–a	17/04/21 14:58
49899	[Login] Acceso concedido---sin Azure	17/04/21 14:58
50217	Salida del navegador	17/04/21 14:58
50217	Cambio de pesta–a	17/04/21 14:58
49536	Cambio de pesta–a	17/04/21 14:58
50217	Cambio de pesta–a	17/04/21 14:59
49393	Salida del navegador	17/04/21 14:59
49393	Regres— al navegador	17/04/21 14:59
50727	Creo una nueva pestana	17/04/21 14:59
50727	Cambio de pesta–a	17/04/21 14:59
50727	Salida del navegador	17/04/21 14:59
49536	Cambio de pesta–a	17/04/21 14:59
50788	[Login] Acceso concedido---sin Azure	17/04/21 14:59
49677	Regres— al navegador	17/04/21 14:59
49203	[Login] Acceso concedido---sin Azure	17/04/21 14:59
49203	Salida del navegador	17/04/21 14:59
49203	Regres— al navegador	17/04/21 14:59
49605	Salida del navegador	17/04/21 14:59
49393	Salida del navegador	17/04/21 14:59
49393	Regres— al navegador	17/04/21 14:59
50247	[Login] Acceso concedido---sin Azure	17/04/21 14:59
50247	Regres— al navegador	17/04/21 14:59
50247	Salida del navegador	17/04/21 14:59
50767	[Login] Acceso concedido---sin Azure	17/04/21 14:59
50317	[Login] Acceso concedido---sin Azure	17/04/21 14:59
50381	[Login] Acceso concedido---sin Azure	17/04/21 15:00
50182	[Login] Acceso concedido---sin Azure	17/04/21 15:00
50182	Salida del navegador	17/04/21 15:00
50182	Regres— al navegador	17/04/21 15:00
49393	[Login] Acceso concedido---sin Azure	17/04/21 15:00
50381	Regres— al navegador	17/04/21 15:00
50182	Salida del navegador	17/04/21 15:00
50182	Regres— al navegador	17/04/21 15:00
50727	Regres— al navegador	17/04/21 15:00
50727	Salida del navegador	17/04/21 15:00
50727	Cambio de pesta–a	17/04/21 15:00
51032	[Login] Acceso concedido---sin Azure	17/04/21 15:01
51032	Salida del navegador	17/04/21 15:01
51032	Regres— al navegador	17/04/21 15:01
49393	Salida del navegador	17/04/21 15:01
51032	Salida del navegador	17/04/21 15:01
51032	Regres— al navegador	17/04/21 15:01
51183	Salida del navegador	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
50727	Regres— al navegador	17/04/21 15:01
50727	Salida del navegador	17/04/21 15:01
50727	Cambio de pesta–a	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
50727	Creo una nueva pestana	17/04/21 15:01
50727	Cambio de pesta–a	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
51183	Cambio de pesta–a	17/04/21 15:01
49414	[Login] Acceso concedido---sin Azure	17/04/21 15:01
49414	Salida del navegador	17/04/21 15:01
49414	Regres— al navegador	17/04/21 15:01
50217	Cambio de pesta–a	17/04/21 15:01
50379	Regres— al navegador	17/04/21 15:02
50727	Cambio de pesta–a	17/04/21 15:02
50727	Regres— al navegador	17/04/21 15:02
50379	Salida del navegador	17/04/21 15:02
50660	Salida del navegador	17/04/21 15:02
50660	Creo una nueva pestana	17/04/21 15:02
50660	Cambio de pesta–a	17/04/21 15:02
50217	Regres— al navegador	17/04/21 15:02
50217	Salida del navegador	17/04/21 15:02
51183	Regres— al navegador	17/04/21 15:02
50727	Salida del navegador	17/04/21 15:02
50217	Regres— al navegador	17/04/21 15:02
50217	Salida del navegador	17/04/21 15:02
50217	Cambio de pesta–a	17/04/21 15:02
50217	Cambio de pesta–a	17/04/21 15:02
50534	Regres— al navegador	17/04/21 15:02
50660	Cambio de pesta–a	17/04/21 15:02
50136	[Login] Acceso concedido---sin Azure	17/04/21 15:03
50136	Regres— al navegador	17/04/21 15:03
50217	Regres— al navegador	17/04/21 15:03
49698	Salida del navegador	17/04/21 15:03
49899	Salida del navegador	17/04/21 15:03
49502	Salida del navegador	17/04/21 15:03
49203	Salida del navegador	17/04/21 15:03
50217	Salida del navegador	17/04/21 15:03
50217	Cambio de pesta–a	17/04/21 15:03
50217	Cambio de pesta–a	17/04/21 15:03
49698	Regres— al navegador	17/04/21 15:03
50413	[Login] Acceso concedido---sin Azure	17/04/21 15:03
51000	Cambio de pesta–a	17/04/21 15:03
50534	Salida del navegador	17/04/21 15:03
50534	Regres— al navegador	17/04/21 15:03
50379	Regres— al navegador	17/04/21 15:03
49393	Regres— al navegador	17/04/21 15:03
50121	[Login] Acceso concedido---sin Azure	17/04/21 15:03
50379	Salida del navegador	17/04/21 15:03
50133	[Login] Acceso concedido---sin Azure	17/04/21 15:03
49502	Regres— al navegador	17/04/21 15:03
49502	Salida del navegador	17/04/21 15:03
49502	Cambio de pesta–a	17/04/21 15:03
49502	Creo una nueva pestana	17/04/21 15:03
49502	Cambio de pesta–a	17/04/21 15:03
49524	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51183	Salida del navegador	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
51000	Cambio de pesta–a	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
50197	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50660	Regres— al navegador	17/04/21 15:04
49470	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50197	Regres— al navegador	17/04/21 15:04
50679	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51009	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51183	Regres— al navegador	17/04/21 15:04
51183	Creo una nueva pestana	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
51183	Salida del navegador	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
49927	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50727	Regres— al navegador	17/04/21 15:04
50727	Creo una nueva pestana	17/04/21 15:04
50727	Cambio de pesta–a	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
50165	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50727	Salida del navegador	17/04/21 15:04
50727	Regres— al navegador	17/04/21 15:04
51183	Cambio de URL	17/04/21 15:04
50727	Salida del navegador	17/04/21 15:04
50727	Cambio de pesta–a	17/04/21 15:04
49536	Cambio de pesta–a	17/04/21 15:04
50197	Salida del navegador	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
49927	Salida del navegador	17/04/21 15:04
49927	Regres— al navegador	17/04/21 15:04
51183	Cambio de URL	17/04/21 15:04
50165	Salida del navegador	17/04/21 15:04
50165	Regres— al navegador	17/04/21 15:04
51183	Cambio de URL	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
49253	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
51183	Cambio de URL	17/04/21 15:04
50534	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51183	Cambio de URL	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
51183	Creo una nueva pestana	17/04/21 15:04
51183	Cambio de pesta–a	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
51000	Cambio de pesta–a	17/04/21 15:04
50533	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51306	[Login] Acceso concedido---sin Azure	17/04/21 15:04
50197	Cambio de pesta–a	17/04/21 15:04
49847	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51306	Salida del navegador	17/04/21 15:04
51306	Regres— al navegador	17/04/21 15:04
50450	[Login] Acceso concedido---sin Azure	17/04/21 15:04
51183	Regres— al navegador	17/04/21 15:05
50533	Salida del navegador	17/04/21 15:05
50533	Regres— al navegador	17/04/21 15:05
49168	[Login] Acceso concedido---sin Azure	17/04/21 15:05
50450	Salida del navegador	17/04/21 15:05
50450	Regres— al navegador	17/04/21 15:05
49168	Salida del navegador	17/04/21 15:05
49168	Regres— al navegador	17/04/21 15:05
49847	Salida del navegador	17/04/21 15:05
49847	Regres— al navegador	17/04/21 15:05
50099	[Login] Acceso concedido---sin Azure	17/04/21 15:05
50157	[Login] Acceso concedido---sin Azure	17/04/21 15:05
50778	[Login] Acceso concedido---sin Azure	17/04/21 15:05
50778	Salida del navegador	17/04/21 15:05
50778	Regres— al navegador	17/04/21 15:05
50157	Salida del navegador	17/04/21 15:05
50157	Regres— al navegador	17/04/21 15:05
49991	[Login] Acceso concedido---sin Azure	17/04/21 15:05
51183	Salida del navegador	17/04/21 15:05
51183	Cambio de pesta–a	17/04/21 15:05
49991	Salida del navegador	17/04/21 15:05
49991	Regres— al navegador	17/04/21 15:05
51183	Cambio de pesta–a	17/04/21 15:05
50379	Regres— al navegador	17/04/21 15:05
51306	Regres— al navegador	17/04/21 15:05
51183	Creo una nueva pestana	17/04/21 15:05
51183	Cambio de pesta–a	17/04/21 15:05
51183	Cambio de URL	17/04/21 15:05
50727	Regres— al navegador	17/04/21 15:05
50727	Salida del navegador	17/04/21 15:05
49237	[Login] Acceso concedido---sin Azure	17/04/21 15:05
49927	Salida del navegador	17/04/21 15:05
49927	Regres— al navegador	17/04/21 15:05
51183	Cambio de pesta–a	17/04/21 15:05
49237	Salida del navegador	17/04/21 15:05
49237	Regres— al navegador	17/04/21 15:05
51183	Cambio de pesta–a	17/04/21 15:05
51306	Regres— al navegador	17/04/21 15:05
49899	Regres— al navegador	17/04/21 15:05
50463	[Login] Acceso concedido---sin Azure	17/04/21 15:05
50182	Salida del navegador	17/04/21 15:05
50727	Regres— al navegador	17/04/21 15:05
50379	Salida del navegador	17/04/21 15:05
49203	Regres— al navegador	17/04/21 15:05
50463	Salida del navegador	17/04/21 15:05
50463	Regres— al navegador	17/04/21 15:05
50426	[Login] Acceso concedido---sin Azure	17/04/21 15:06
50426	Salida del navegador	17/04/21 15:06
50426	Regres— al navegador	17/04/21 15:06
50197	Creo una nueva pestana	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
51000	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
51000	Cambio de pesta–a	17/04/21 15:06
51183	Regres— al navegador	17/04/21 15:06
51183	Salida del navegador	17/04/21 15:06
51183	Cambio de pesta–a	17/04/21 15:06
51183	Cambio de pesta–a	17/04/21 15:06
50727	Salida del navegador	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:06
51183	Cambio de pesta–a	17/04/21 15:06
50197	Cambio de pesta–a	17/04/21 15:07
51183	Cambio de pesta–a	17/04/21 15:07
50379	Regres— al navegador	17/04/21 15:07
50658	[Login] Acceso concedido---sin Azure	17/04/21 15:07
51183	Regres— al navegador	17/04/21 15:07
50727	Regres— al navegador	17/04/21 15:07
51440	[Login] Acceso concedido---sin Azure	17/04/21 15:07
51336	[Login] Acceso concedido---sin Azure	17/04/21 15:07
51194	[Login] Acceso concedido---sin Azure	17/04/21 15:07
51440	Salida del navegador	17/04/21 15:07
51440	Regres— al navegador	17/04/21 15:07
51336	Salida del navegador	17/04/21 15:08
51336	Regres— al navegador	17/04/21 15:08
49934	[Login] Acceso concedido---sin Azure	17/04/21 15:08
50133	Salida del navegador	17/04/21 15:08
50133	Cambio de pesta–a	17/04/21 15:08
50133	Creo una nueva pestana	17/04/21 15:08
50133	Cambio de pesta–a	17/04/21 15:08
51194	Cambio de pesta–a	17/04/21 15:08
51194	Cambio de pesta–a	17/04/21 15:08
50133	Regres— al navegador	17/04/21 15:08
49934	Salida del navegador	17/04/21 15:08
49934	Regres— al navegador	17/04/21 15:08
51221	[Login] Acceso concedido---sin Azure	17/04/21 15:08
49502	Regres— al navegador	17/04/21 15:08
50165	Salida del navegador	17/04/21 15:08
51221	Salida del navegador	17/04/21 15:08
51221	Regres— al navegador	17/04/21 15:08
49470	Salida del navegador	17/04/21 15:08
50534	Salida del navegador	17/04/21 15:08
49847	Salida del navegador	17/04/21 15:08
50727	Creo una nueva pestana	17/04/21 15:08
50727	Cambio de pesta–a	17/04/21 15:08
50727	Salida del navegador	17/04/21 15:08
50157	Salida del navegador	17/04/21 15:08
49470	Regres— al navegador	17/04/21 15:08
50426	Salida del navegador	17/04/21 15:08
50727	Regres— al navegador	17/04/21 15:08
49470	Salida del navegador	17/04/21 15:08
49253	Salida del navegador	17/04/21 15:08
50197	Cambio de pesta–a	17/04/21 15:08
50197	Cambio de pesta–a	17/04/21 15:08
50534	Regres— al navegador	17/04/21 15:08
49253	Regres— al navegador	17/04/21 15:08
51306	Regres— al navegador	17/04/21 15:08
49991	Salida del navegador	17/04/21 15:08
49991	Regres— al navegador	17/04/21 15:09
50727	Salida del navegador	17/04/21 15:09
51306	Salida del navegador	17/04/21 15:09
51306	Regres— al navegador	17/04/21 15:09
50197	Cambio de pesta–a	17/04/21 15:09
50727	Regres— al navegador	17/04/21 15:09
49623	[Login] Acceso concedido---sin Azure	17/04/21 15:09
50197	Cambio de pesta–a	17/04/21 15:09
50133	Salida del navegador	17/04/21 15:09
50133	Cambio de pesta–a	17/04/21 15:09
49623	Regres— al navegador	17/04/21 15:09
50133	Cambio de pesta–a	17/04/21 15:09
50133	Creo una nueva pestana	17/04/21 15:09
50197	Cambio de pesta–a	17/04/21 15:09
50534	Salida del navegador	17/04/21 15:09
49847	Regres— al navegador	17/04/21 15:09
49312	[Login] Acceso concedido---sin Azure	17/04/21 15:09
49312	Salida del navegador	17/04/21 15:09
49312	Regres— al navegador	17/04/21 15:09
51440	Cambio de pesta–a	17/04/21 15:09
51440	Salida del navegador	17/04/21 15:09
51440	Creo una nueva pestana	17/04/21 15:09
51440	Cambio de pesta–a	17/04/21 15:09
49237	Salida del navegador	17/04/21 15:09
