Enrollment	Evento	FechaHora
9001	Regres— al navegador	10/04/21 14:02
49455	[Login] Acceso concedido---sin Azure	10/04/21 14:47
49455	Cambio de pesta–a	10/04/21 14:48
49212	[Login] Acceso concedido---sin Azure	10/04/21 14:48
49212	Salida del navegador	10/04/21 14:48
49212	Regres— al navegador	10/04/21 14:48
49570	[Login] Acceso concedido---sin Azure	10/04/21 14:48
49455	Cambio de pesta–a	10/04/21 14:48
49922	[Login] Acceso concedido---sin Azure	10/04/21 14:49
49563	[Login] Acceso concedido---sin Azure	10/04/21 14:49
49563	Salida del navegador	10/04/21 14:49
49563	Regres— al navegador	10/04/21 14:49
49690	[Login] Acceso concedido---sin Azure	10/04/21 14:49
49585	[Login] Acceso concedido---sin Azure	10/04/21 14:49
49455	Cambio de pesta–a	10/04/21 14:49
49455	Cambio de pesta–a	10/04/21 14:49
49269	[Login] Acceso concedido---sin Azure	10/04/21 14:50
49269	Regres— al navegador	10/04/21 14:50
49269	Salida del navegador	10/04/21 14:50
49455	Cambio de pesta–a	10/04/21 14:50
49455	Cambio de pesta–a	10/04/21 14:51
49455	Cambio de pesta–a	10/04/21 14:51
49455	Cambio de pesta–a	10/04/21 14:51
49455	Cambio de pesta–a	10/04/21 14:51
49455	Cambio de pesta–a	10/04/21 14:52
49455	Cambio de pesta–a	10/04/21 14:52
49647	[Login] Acceso concedido---sin Azure	10/04/21 14:52
49671	[Login] Acceso concedido---sin Azure	10/04/21 14:52
49551	[Login] Acceso concedido---sin Azure	10/04/21 14:52
50615	[Login] Acceso concedido---sin Azure	10/04/21 14:53
50615	Salida del navegador	10/04/21 14:53
50615	Regres— al navegador	10/04/21 14:53
50615	Salida del navegador	10/04/21 14:53
50615	Regres— al navegador	10/04/21 14:53
49186	[Login] Acceso concedido---sin Azure	10/04/21 14:53
49262	[Login] Acceso concedido---sin Azure	10/04/21 14:53
49262	Salida del navegador	10/04/21 14:53
49262	Regres— al navegador	10/04/21 14:53
50615	Salida del navegador	10/04/21 14:53
50615	Regres— al navegador	10/04/21 14:54
49186	Regres— al navegador	10/04/21 14:54
49186	Salida del navegador	10/04/21 14:54
50615	Salida del navegador	10/04/21 14:54
49186	Salida del navegador	10/04/21 14:54
49186	Cambio de pesta–a	10/04/21 14:54
50326	[Login] Acceso concedido---sin Azure	10/04/21 14:54
49186	Cambio de pesta–a	10/04/21 14:54
50615	Regres— al navegador	10/04/21 14:54
50615	Salida del navegador	10/04/21 14:54
50326	Regres— al navegador	10/04/21 14:54
50326	Salida del navegador	10/04/21 14:54
50326	Cambio de pesta–a	10/04/21 14:54
50326	Creo una nueva pestana	10/04/21 14:54
50326	Cambio de pesta–a	10/04/21 14:54
50326	Regres— al navegador	10/04/21 14:55
50326	Salida del navegador	10/04/21 14:55
50326	Cambio de pesta–a	10/04/21 14:55
50326	Regres— al navegador	10/04/21 14:55
50326	Salida del navegador	10/04/21 14:56
50326	Cambio de pesta–a	10/04/21 14:56
50326	Creo una nueva pestana	10/04/21 14:56
50326	Cambio de pesta–a	10/04/21 14:56
50326	Cambio de pesta–a	10/04/21 14:56
50326	Regres— al navegador	10/04/21 14:57
49703	[Login] Acceso concedido---sin Azure	10/04/21 14:57
49406	[Login] Acceso concedido---sin Azure	10/04/21 14:57
49629	[Login] Acceso concedido---sin Azure	10/04/21 14:57
49756	[Login] Acceso concedido---sin Azure	10/04/21 14:57
49756	Salida del navegador	10/04/21 14:57
49756	Regres— al navegador	10/04/21 14:57
49756	Salida del navegador	10/04/21 14:58
49756	Regres— al navegador	10/04/21 14:58
49896	[Login] Acceso concedido---sin Azure	10/04/21 14:58
num_rows vacia log	Salida del navegador	10/04/21 14:59
num_rows vacia log	Creo una nueva pestana	10/04/21 14:59
num_rows vacia log	Cambio de pesta–a	10/04/21 14:59
num_rows vacia log	Cambio de pesta–a	10/04/21 14:59
50326	Salida del navegador	10/04/21 14:59
50326	Cambio de pesta–a	10/04/21 14:59
50326	Cambio de pesta–a	10/04/21 14:59
49868	[Login] Acceso concedido---sin Azure	10/04/21 14:59
49868	Cambio de pesta–a	10/04/21 14:59
num_rows vacia log	Regres— al navegador	10/04/21 15:00
50326	Regres— al navegador	10/04/21 15:00
49756	Salida del navegador	10/04/21 15:00
50326	Salida del navegador	10/04/21 15:00
50326	Cambio de pesta–a	10/04/21 15:00
49868	Cambio de pesta–a	10/04/21 15:00
50326	Cambio de pesta–a	10/04/21 15:00
49868	Cambio de pesta–a	10/04/21 15:00
49881	[Login] Acceso concedido---sin Azure	10/04/21 15:01
50597	[Login] Acceso concedido---sin Azure	10/04/21 15:01
49756	Regres— al navegador	10/04/21 15:01
50597	Salida del navegador	10/04/21 15:01
50597	Regres— al navegador	10/04/21 15:01
num_rows vacia log	Salida del navegador	10/04/21 15:01
num_rows vacia log	Creo una nueva pestana	10/04/21 15:01
num_rows vacia log	Cambio de pesta–a	10/04/21 15:01
49160	[Login] Acceso concedido---sin Azure	10/04/21 15:01
49242	[Login] Acceso concedido---sin Azure	10/04/21 15:01
49840	[Login] Acceso concedido---sin Azure	10/04/21 15:01
50326	Regres— al navegador	10/04/21 15:01
49840	Regres— al navegador	10/04/21 15:01
49160	Regres— al navegador	10/04/21 15:01
num_rows vacia log	Cambio de pesta–a	10/04/21 15:01
49840	Salida del navegador	10/04/21 15:01
49840	Cambio de pesta–a	10/04/21 15:01
49840	Cambio de pesta–a	10/04/21 15:02
49721	[Login] Acceso concedido---sin Azure	10/04/21 15:02
49840	Cambio de pesta–a	10/04/21 15:02
49840	Cambio de pesta–a	10/04/21 15:02
49840	Cambio de pesta–a	10/04/21 15:02
49913	[Login] Acceso concedido---sin Azure	10/04/21 15:03
49913	Regres— al navegador	10/04/21 15:03
49160	Salida del navegador	10/04/21 15:03
49160	Cambio de pesta–a	10/04/21 15:03
49160	Cambio de pesta–a	10/04/21 15:03
49545	[Login] Acceso concedido---sin Azure	10/04/21 15:04
49850	[Login] Acceso concedido---sin Azure	10/04/21 15:04
50326	Salida del navegador	10/04/21 15:04
50326	Cambio de pesta–a	10/04/21 15:04
50326	Cambio de pesta–a	10/04/21 15:04
50584	[Login] Acceso concedido---sin Azure	10/04/21 15:04
49840	Cambio de pesta–a	10/04/21 15:04
50326	[Login] Acceso concedido---sin Azure	10/04/21 15:04
49840	Cambio de pesta–a	10/04/21 15:04
49850	Regres— al navegador	10/04/21 15:05
49455	Cambio de pesta–a	10/04/21 15:05
49186	Regres— al navegador	10/04/21 15:05
50615	Regres— al navegador	10/04/21 15:05
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
49194	[Login] Acceso concedido---sin Azure	10/04/21 15:06
50326	Regres— al navegador	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
49455	Cambio de pesta–a	10/04/21 15:06
49497	[Login] Acceso concedido---sin Azure	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
49321	[Login] Acceso concedido---sin Azure	10/04/21 15:06
num_rows vacia log	Regres— al navegador	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
49390	Salida del navegador	10/04/21 15:06
49321	Cambio de pesta–a	10/04/21 15:06
50615	Salida del navegador	10/04/21 15:06
50615	Regres— al navegador	10/04/21 15:06
49321	Cambio de pesta–a	10/04/21 15:06
49300	[Login] Acceso concedido---sin Azure	10/04/21 15:07
50615	Salida del navegador	10/04/21 15:07
49321	Cambio de pesta–a	10/04/21 15:07
49455	Cambio de pesta–a	10/04/21 15:07
50615	Regres— al navegador	10/04/21 15:07
49300	Salida del navegador	10/04/21 15:07
49300	Regres— al navegador	10/04/21 15:07
49671	Salida del navegador	10/04/21 15:07
49390	[Login] Acceso concedido---sin Azure	10/04/21 15:07
49551	Salida del navegador	10/04/21 15:07
49647	Salida del navegador	10/04/21 15:07
50584	Salida del navegador	10/04/21 15:07
49840	Cambio de pesta–a	10/04/21 15:07
50584	Regres— al navegador	10/04/21 15:07
49840	Cambio de pesta–a	10/04/21 15:07
49390	Regres— al navegador	10/04/21 15:07
49551	Regres— al navegador	10/04/21 15:07
num_rows vacia log	Creo una nueva pestana	10/04/21 15:07
num_rows vacia log	Cambio de pesta–a	10/04/21 15:07
num_rows vacia log	Salida del navegador	10/04/21 15:07
num_rows vacia log	Cambio de URL	10/04/21 15:07
49699	[Login] Acceso concedido---sin Azure	10/04/21 15:07
49699	Regres— al navegador	10/04/21 15:07
num_rows vacia log	Cambio de URL	10/04/21 15:08
num_rows vacia log	Regres— al navegador	10/04/21 15:08
num_rows vacia log	Salida del navegador	10/04/21 15:08
num_rows vacia log	Cambio de pesta–a	10/04/21 15:08
49402	[Login] Acceso concedido---sin Azure	10/04/21 15:08
num_rows vacia log	Regres— al navegador	10/04/21 15:08
num_rows vacia log	Salida del navegador	10/04/21 15:08
num_rows vacia log	Cambio de pesta–a	10/04/21 15:08
49789	Salida del navegador	10/04/21 15:08
49789	Regres— al navegador	10/04/21 15:08
num_rows vacia log	Cambio de URL	10/04/21 15:08
num_rows vacia log	Creo una nueva pestana	10/04/21 15:08
num_rows vacia log	Cambio de pesta–a	10/04/21 15:08
num_rows vacia log	Cambio de URL	10/04/21 15:08
num_rows vacia log	Regres— al navegador	10/04/21 15:08
49402	Regres— al navegador	10/04/21 15:08
49242	Salida del navegador	10/04/21 15:08
50862	[Login] Acceso concedido---sin Azure	10/04/21 15:08
num_rows vacia log	Salida del navegador	10/04/21 15:08
num_rows vacia log	Cambio de pesta–a	10/04/21 15:08
49789	Salida del navegador	10/04/21 15:08
49789	Regres— al navegador	10/04/21 15:08
num_rows vacia log	Cambio de pesta–a	10/04/21 15:08
49789	Salida del navegador	10/04/21 15:09
49789	Regres— al navegador	10/04/21 15:09
num_rows vacia log	Regres— al navegador	10/04/21 15:10
49810	[Login] Acceso concedido---sin Azure	10/04/21 15:10
49297	[Login] Acceso concedido---sin Azure	10/04/21 15:10
49810	Salida del navegador	10/04/21 15:10
49810	Regres— al navegador	10/04/21 15:10
49160	Regres— al navegador	10/04/21 15:10
49840	Cambio de pesta–a	10/04/21 15:10
49840	Cambio de pesta–a	10/04/21 15:10
num_rows vacia log	Regres— al navegador	10/04/21 15:10
49881	Salida del navegador	10/04/21 15:11
49881	Cambio de pesta–a	10/04/21 15:11
49881	Cambio de pesta–a	10/04/21 15:11
49789	Salida del navegador	10/04/21 15:11
49789	Cambio de pesta–a	10/04/21 15:11
49789	Cambio de pesta–a	10/04/21 15:11
49789	Creo una nueva pestana	10/04/21 15:11
49255	Cambio de pesta–a	10/04/21 15:11
49255	Creo una nueva pestana	10/04/21 15:11
49255	Cambio de pesta–a	10/04/21 15:11
49881	Regres— al navegador	10/04/21 15:11
49789	Regres— al navegador	10/04/21 15:11
49789	Salida del navegador	10/04/21 15:11
49789	Regres— al navegador	10/04/21 15:11
50303	[Login] Acceso concedido---sin Azure	10/04/21 15:12
50303	Salida del navegador	10/04/21 15:12
50303	Regres— al navegador	10/04/21 15:12
num_rows vacia log	Cambio de pesta–a	10/04/21 15:12
num_rows vacia log	Salida del navegador	10/04/21 15:12
num_rows vacia log	Cambio de pesta–a	10/04/21 15:12
num_rows vacia log	Regres— al navegador	10/04/21 15:12
49881	Salida del navegador	10/04/21 15:13
49881	Regres— al navegador	10/04/21 15:13
50303	Salida del navegador	10/04/21 15:13
49321	Cambio de pesta–a	10/04/21 15:14
49194	Salida del navegador	10/04/21 15:14
49194	Regres— al navegador	10/04/21 15:14
50862	Salida del navegador	10/04/21 15:14
50303	Regres— al navegador	10/04/21 15:14
50862	Regres— al navegador	10/04/21 15:14
50303	Salida del navegador	10/04/21 15:14
50303	Creo una nueva pestana	10/04/21 15:14
50303	Cambio de pesta–a	10/04/21 15:14
50303	Cambio de pesta–a	10/04/21 15:14
num_rows vacia log	Cambio de pesta–a	10/04/21 15:14
num_rows vacia log	Salida del navegador	10/04/21 15:14
num_rows vacia log	Cambio de pesta–a	10/04/21 15:14
50303	Regres— al navegador	10/04/21 15:14
50862	Salida del navegador	10/04/21 15:14
50303	Salida del navegador	10/04/21 15:14
50303	[Login] Acceso concedido---sin Azure	10/04/21 15:15
49789	Salida del navegador	10/04/21 15:15
49789	Regres— al navegador	10/04/21 15:15
num_rows vacia log	Regres— al navegador	10/04/21 15:15
49868	Cambio de pesta–a	10/04/21 15:15
49789	Salida del navegador	10/04/21 15:15
49297	Regres— al navegador	10/04/21 15:15
49789	Regres— al navegador	10/04/21 15:15
49789	Salida del navegador	10/04/21 15:16
49789	Cambio de pesta–a	10/04/21 15:16
49789	Creo una nueva pestana	10/04/21 15:16
49789	Cambio de pesta–a	10/04/21 15:16
49789	Regres— al navegador	10/04/21 15:16
49789	Salida del navegador	10/04/21 15:16
49789	Cambio de pesta–a	10/04/21 15:16
49789	Cambio de pesta–a	10/04/21 15:16
49789	Creo una nueva pestana	10/04/21 15:16
49868	Cambio de pesta–a	10/04/21 15:16
49789	Regres— al navegador	10/04/21 15:16
49824	[Login] Acceso concedido---sin Azure	10/04/21 15:17
49868	Cambio de pesta–a	10/04/21 15:17
49868	Cambio de pesta–a	10/04/21 15:17
49868	Cambio de pesta–a	10/04/21 15:17
49868	Regres— al navegador	10/04/21 15:17
49824	Salida del navegador	10/04/21 15:17
49824	Regres— al navegador	10/04/21 15:17
49264	[Login] Acceso concedido---sin Azure	10/04/21 15:17
49868	Regres— al navegador	10/04/21 15:17
49840	Cambio de pesta–a	10/04/21 15:18
49868	Regres— al navegador	10/04/21 15:18
49262	Salida del navegador	10/04/21 15:18
50769	[Login] Acceso concedido---sin Azure	10/04/21 15:19
49840	Cambio de pesta–a	10/04/21 15:19
49789	Salida del navegador	10/04/21 15:19
49789	Regres— al navegador	10/04/21 15:19
49789	Salida del navegador	10/04/21 15:19
49789	Cambio de pesta–a	10/04/21 15:19
49789	Creo una nueva pestana	10/04/21 15:19
49600	Salida del navegador	10/04/21 15:19
49600	Cambio de pesta–a	10/04/21 15:19
49600	Cambio de pesta–a	10/04/21 15:19
50769	Salida del navegador	10/04/21 15:19
50769	Regres— al navegador	10/04/21 15:19
49789	Cambio de pesta–a	10/04/21 15:19
49600	Regres— al navegador	10/04/21 15:19
49297	Salida del navegador	10/04/21 15:19
49297	Cambio de pesta–a	10/04/21 15:19
49789	Regres— al navegador	10/04/21 15:19
49297	Cambio de pesta–a	10/04/21 15:19
49868	Regres— al navegador	10/04/21 15:20
49868	Regres— al navegador	10/04/21 15:20
49600	Regres— al navegador	10/04/21 15:20
49600	Cambio de pesta–a	10/04/21 15:20
49600	Creo una nueva pestana	10/04/21 15:20
49600	Cambio de URL	10/04/21 15:20
49600	Salida del navegador	10/04/21 15:20
49600	Cambio de pesta–a	10/04/21 15:20
49922	Salida del navegador	10/04/21 15:21
50862	Regres— al navegador	10/04/21 15:21
49342	[Login] Acceso concedido---sin Azure	10/04/21 15:21
50862	Salida del navegador	10/04/21 15:21
49789	Creo una nueva pestana	10/04/21 15:21
49789	Cambio de pesta–a	10/04/21 15:21
49789	Cambio de URL	10/04/21 15:21
49789	Salida del navegador	10/04/21 15:21
50862	Regres— al navegador	10/04/21 15:21
49194	Salida del navegador	10/04/21 15:22
49194	Regres— al navegador	10/04/21 15:22
49321	Cambio de pesta–a	10/04/21 15:22
49321	Cambio de pesta–a	10/04/21 15:22
49194	Salida del navegador	10/04/21 15:22
49194	Regres— al navegador	10/04/21 15:22
49194	Salida del navegador	10/04/21 15:22
49194	Regres— al navegador	10/04/21 15:22
49789	Cambio de pesta–a	10/04/21 15:22
49789	Regres— al navegador	10/04/21 15:22
49789	Salida del navegador	10/04/21 15:22
49789	Regres— al navegador	10/04/21 15:22
49194	Salida del navegador	10/04/21 15:22
49194	Regres— al navegador	10/04/21 15:22
49789	Cambio de pesta–a	10/04/21 15:23
49789	Salida del navegador	10/04/21 15:23
49789	Cambio de pesta–a	10/04/21 15:23
49789	Cambio de pesta–a	10/04/21 15:23
49600	Regres— al navegador	10/04/21 15:23
49789	Regres— al navegador	10/04/21 15:23
49922	Regres— al navegador	10/04/21 15:23
49789	Salida del navegador	10/04/21 15:23
49789	Regres— al navegador	10/04/21 15:23
49789	Salida del navegador	10/04/21 15:23
49789	Cambio de pesta–a	10/04/21 15:23
49789	Cambio de pesta–a	10/04/21 15:23
49789	Creo una nueva pestana	10/04/21 15:23
49789	Cambio de pesta–a	10/04/21 15:23
49789	Regres— al navegador	10/04/21 15:24
49242	Regres— al navegador	10/04/21 15:24
49263	[Login] Acceso concedido---sin Azure	10/04/21 15:24
49789	[Login] Acceso concedido---sin Azure	10/04/21 15:25
49242	Salida del navegador	10/04/21 15:25
49160	Salida del navegador	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49840	Regres— al navegador	10/04/21 15:25
49840	Regres— al navegador	10/04/21 15:25
49599	[Login] Acceso concedido---sin Azure	10/04/21 15:25
49840	Salida del navegador	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49599	Salida del navegador	10/04/21 15:25
49599	Regres— al navegador	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49840	Regres— al navegador	10/04/21 15:25
49840	Regres— al navegador	10/04/21 15:25
49840	Salida del navegador	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:25
49840	Cambio de pesta–a	10/04/21 15:26
49840	Regres— al navegador	10/04/21 15:26
49600	Creo una nueva pestana	10/04/21 15:26
49600	Cambio de pesta–a	10/04/21 15:26
49840	Salida del navegador	10/04/21 15:26
49840	Cambio de pesta–a	10/04/21 15:26
49600	Salida del navegador	10/04/21 15:27
49600	Regres— al navegador	10/04/21 15:28
49600	Salida del navegador	10/04/21 15:28
49600	Regres— al navegador	10/04/21 15:28
50382	[Login] Acceso concedido---sin Azure	10/04/21 15:30
50382	Cambio de pesta–a	10/04/21 15:30
50382	Creo una nueva pestana	10/04/21 15:30
50382	Cambio de pesta–a	10/04/21 15:30
50382	Regres— al navegador	10/04/21 15:30
50382	Salida del navegador	10/04/21 15:30
50382	Cambio de pesta–a	10/04/21 15:30
49194	Salida del navegador	10/04/21 15:31
49194	Regres— al navegador	10/04/21 15:31
50382	Regres— al navegador	10/04/21 15:31
49699	Salida del navegador	10/04/21 15:36
49699	Regres— al navegador	10/04/21 15:36
49600	Salida del navegador	10/04/21 15:36
49600	Cambio de pesta–a	10/04/21 15:36
49321	Cambio de pesta–a	10/04/21 15:36
49321	Cambio de pesta–a	10/04/21 15:36
49600	Regres— al navegador	10/04/21 15:38
49600	Regres— al navegador	10/04/21 15:39
49600	Salida del navegador	10/04/21 15:39
49497	Salida del navegador	10/04/21 15:41
49497	Regres— al navegador	10/04/21 15:41
49971	[Login] Acceso concedido---sin Azure	10/04/21 15:42
49971	Salida del navegador	10/04/21 15:42
49971	Regres— al navegador	10/04/21 15:42
49300	Salida del navegador	10/04/21 15:43
50326	Salida del navegador	10/04/21 15:45
49269	Salida del navegador	10/04/21 15:47
50326	Regres— al navegador	10/04/21 15:47
49600	PRUEBA [Login] Acceso concedido---sin Azure	10/04/21 15:48
49212	Salida del navegador	10/04/21 15:48
49212	Cambio de pesta–a	10/04/21 15:48
49212	Cambio de pesta–a	10/04/21 15:48
49671	Regres— al navegador	10/04/21 15:49
49600	Salida del navegador	10/04/21 15:57
49600	Regres— al navegador	10/04/21 15:57
49600	Salida del navegador	10/04/21 15:57
49699	Salida del navegador	10/04/21 15:58
49600	Regres— al navegador	10/04/21 16:00
49699	Cambio de pesta–a	10/04/21 16:00
49922	Salida del navegador	10/04/21 16:00
49922	Regres— al navegador	10/04/21 16:00
49600	[Login] Acceso concedido---sin Azure	10/04/21 16:03
49269	Regres— al navegador	10/04/21 16:10
49647	Regres— al navegador	10/04/21 16:14
49262	Regres— al navegador	10/04/21 16:15
49321	Cambio de pesta–a	10/04/21 16:18
49194	Salida del navegador	10/04/21 16:19
49194	Regres— al navegador	10/04/21 16:20
50862	Salida del navegador	10/04/21 16:21
50862	Regres— al navegador	10/04/21 16:21
49996	[Login] Acceso concedido---sin Azure	10/04/21 16:22
49996	Cambio de pesta–a	10/04/21 16:23
49996	Cambio de pesta–a	10/04/21 16:23
49881	Salida del navegador	10/04/21 16:23
49881	Cambio de URL	10/04/21 16:23
49996	Cambio de pesta–a	10/04/21 16:23
49996	Cambio de pesta–a	10/04/21 16:23
49881	Cambio de URL	10/04/21 16:23
49996	Cambio de pesta–a	10/04/21 16:24
49881	Cambio de URL	10/04/21 16:24
49996	Cambio de pesta–a	10/04/21 16:24
49881	Cambio de URL	10/04/21 16:24
49881	Creo una nueva pestana	10/04/21 16:24
49881	Cambio de pesta–a	10/04/21 16:24
49996	Cambio de pesta–a	10/04/21 16:24
49996	Cambio de pesta–a	10/04/21 16:24
49996	Cambio de pesta–a	10/04/21 16:24
49881	Regres— al navegador	10/04/21 16:25
49881	Salida del navegador	10/04/21 16:25
49881	Cambio de pesta–a	10/04/21 16:25
49881	Creo una nueva pestana	10/04/21 16:25
49881	Cambio de pesta–a	10/04/21 16:25
49881	Regres— al navegador	10/04/21 16:26
49881	Salida del navegador	10/04/21 16:26
50862	Salida del navegador	10/04/21 16:26
49996	Cambio de pesta–a	10/04/21 16:27
49996	Cambio de pesta–a	10/04/21 16:27
49996	Cambio de pesta–a	10/04/21 16:27
49996	Cambio de pesta–a	10/04/21 16:27
49996	Cambio de pesta–a	10/04/21 16:27
49996	Cambio de pesta–a	10/04/21 16:27
49881	Regres— al navegador	10/04/21 16:28
50584	Salida del navegador	10/04/21 16:30
50584	Regres— al navegador	10/04/21 16:30
50584	Cambio de pesta–a	10/04/21 16:30
49881	Salida del navegador	10/04/21 16:30
50584	Salida del navegador	10/04/21 16:30
50584	Cambio de pesta–a	10/04/21 16:30
50584	Cambio de pesta–a	10/04/21 16:30
49881	Regres— al navegador	10/04/21 16:30
50584	Cambio de pesta–a	10/04/21 16:30
50584	Cambio de pesta–a	10/04/21 16:30
50584	Regres— al navegador	10/04/21 16:31
50584	Cambio de pesta–a	10/04/21 16:31
50584	Creo una nueva pestana	10/04/21 16:31
50584	Cambio de pesta–a	10/04/21 16:31
50584	Salida del navegador	10/04/21 16:31
50584	Cambio de pesta–a	10/04/21 16:31
49881	Salida del navegador	10/04/21 16:31
49881	Regres— al navegador	10/04/21 16:31
50584	Cambio de pesta–a	10/04/21 16:31
50584	Cambio de URL	10/04/21 16:31
49881	Salida del navegador	10/04/21 16:31
49881	Regres— al navegador	10/04/21 16:31
50584	Cambio de URL	10/04/21 16:31
50584	Cambio de URL	10/04/21 16:31
50584	Cambio de URL	10/04/21 16:31
50584	Creo una nueva pestana	10/04/21 16:31
50584	Cambio de pesta–a	10/04/21 16:31
50584	Regres— al navegador	10/04/21 16:31
49996	[Login] Acceso concedido---sin Azure	10/04/21 16:31
49996	Creo una nueva pestana	10/04/21 16:31
49996	Cambio de pesta–a	10/04/21 16:31
49996	Cambio de pesta–a	10/04/21 16:31
49996	Cambio de pesta–a	10/04/21 16:31
49996	Regres— al navegador	10/04/21 16:31
49996	Regres— al navegador	10/04/21 16:31
49881	Cambio de pesta–a	10/04/21 16:31
49881	Creo una nueva pestana	10/04/21 16:31
49881	Salida del navegador	10/04/21 16:31
49996	Salida del navegador	10/04/21 16:31
49881	Cambio de pesta–a	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Creo una nueva pestana	10/04/21 16:32
49881	Cambio de pesta–a	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Cambio de URL	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Cambio de URL	10/04/21 16:32
49881	Cambio de pesta–a	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Cambio de pesta–a	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Cambio de pesta–a	10/04/21 16:32
49881	Regres— al navegador	10/04/21 16:32
49996	Salida del navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Creo una nueva pestana	10/04/21 16:32
49996	Cambio de pesta–a	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:32
49881	Salida del navegador	10/04/21 16:32
49881	Cambio de pesta–a	10/04/21 16:32
49881	Regres— al navegador	10/04/21 16:32
49996	Regres— al navegador	10/04/21 16:33
49996	Regres— al navegador	10/04/21 16:33
49996	Regres— al navegador	10/04/21 16:33
49996	Regres— al navegador	10/04/21 16:33
49881	Salida del navegador	10/04/21 16:33
49996	Creo una nueva pestana	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49756	Salida del navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Regres— al navegador	10/04/21 16:34
49996	Cambio de pesta–a	10/04/21 16:35
49996	Cambio de pesta–a	10/04/21 16:35
49996	Cambio de pesta–a	10/04/21 16:35
50862	Regres— al navegador	10/04/21 16:35
49996	Cambio de pesta–a	10/04/21 16:36
49996	Cambio de pesta–a	10/04/21 16:36
49996	Cambio de pesta–a	10/04/21 16:36
49996	Creo una nueva pestana	10/04/21 16:37
49996	Cambio de pesta–a	10/04/21 16:37
49996	Regres— al navegador	10/04/21 16:37
49996	Regres— al navegador	10/04/21 16:37
50584	Salida del navegador	10/04/21 16:37
50584	Regres— al navegador	10/04/21 16:37
49996	Cambio de pesta–a	10/04/21 16:38
49996	Cambio de pesta–a	10/04/21 16:38
50584	Salida del navegador	10/04/21 16:38
50584	Cambio de URL	10/04/21 16:38
49455	Cambio de pesta–a	10/04/21 16:38
50584	Cambio de URL	10/04/21 16:38
50584	Cambio de pesta–a	10/04/21 16:38
49996	Salida del navegador	10/04/21 16:38
49455	Cambio de pesta–a	10/04/21 16:39
49160	Regres— al navegador	10/04/21 16:39
49756	Regres— al navegador	10/04/21 16:39
50584	Regres— al navegador	10/04/21 16:40
49703	Salida del navegador	10/04/21 16:40
49703	Regres— al navegador	10/04/21 16:40
49703	Salida del navegador	10/04/21 16:40
49996	Regres— al navegador	10/04/21 16:41
49455	Cambio de pesta–a	10/04/21 16:41
49996	Cambio de pesta–a	10/04/21 16:41
49996	Creo una nueva pestana	10/04/21 16:41
49996	Cambio de pesta–a	10/04/21 16:41
49996	Cambio de pesta–a	10/04/21 16:42
49996	Cambio de pesta–a	10/04/21 16:42
49756	Salida del navegador	10/04/21 16:42
49996	Cambio de pesta–a	10/04/21 16:43
49996	Cambio de pesta–a	10/04/21 16:43
49996	Cambio de pesta–a	10/04/21 16:43
49996	Cambio de pesta–a	10/04/21 16:43
49840	Cambio de pesta–a	10/04/21 16:43
49840	Cambio de pesta–a	10/04/21 16:43
49756	Regres— al navegador	10/04/21 16:44
49913	Salida del navegador	10/04/21 16:46
